ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,component 1,component 2,component 3,K-means PCA
100000030,0,0,63,2,175882,1,0,2.28192372844338,1.133507446093855,2.3135935151511426,2
100000031,0,1,36,1,159646,1,1,1.4627376616503205,0.057547362349928424,-0.7613938388608361,0
100000032,0,0,27,0,120131,1,1,0.9529480221135204,-2.430831804208532,-0.5539643978919963,0
100000033,0,0,30,0,162745,1,2,2.12203624058091,-2.1803953687340543,-0.8575760416148651,0
100000034,0,0,57,2,87605,0,0,0.2968864895588721,0.44775322191562705,2.8265423459946586,3
100000035,1,1,33,1,155569,2,1,1.402901621558837,0.8903486867743434,-2.082237942683372,0
100000036,0,0,25,0,104505,0,0,-0.5764812201614589,-2.6212594986283273,0.25540412899934034,3
100000037,0,0,31,0,143385,1,2,1.8968484456001304,-2.238909155221122,-0.7414170263073988,0
100000038,0,0,37,1,127676,1,1,1.4501615430018113,-1.002945154516551,0.3673107209981159,0
100000039,0,0,37,1,119276,1,1,1.342887024894861,-1.0416259551568026,0.39481047109326906,0
100000040,0,0,24,0,92542,1,1,0.5285879853515226,-2.6479634663236844,-0.6195435230753139,0
100000041,0,0,30,0,163329,2,1,2.2885186903513115,-2.0422062332247335,-1.0745086033741862,0
100000042,0,1,26,1,130921,1,0,0.30137387120451054,-0.33864585886667264,-0.8663582164863348,0
100000043,0,0,44,1,133658,0,0,0.4021637030492844,-0.8203151739359081,1.5780424808876712,3
100000044,0,1,24,1,155104,1,1,1.1204551732823402,-0.3249102328195396,-1.3717138008554912,0
100000045,1,1,58,2,142335,0,1,0.5335598434514521,2.4854272004462192,0.772222460731313,2
100000046,1,1,35,1,138387,2,1,1.2242542094555053,0.8735339926855368,-1.9190474290934962,0
100000047,0,0,39,1,140182,1,0,1.090433205431575,-0.844878776190117,0.756374824218585,0
100000048,1,1,23,1,65421,0,0,-1.9860111147024189,0.018096673181941116,-0.9080158757176493,1
100000049,0,0,39,1,130500,0,0,0.24312572458345083,-0.9854195865130134,1.327993023436238,3
100000050,1,1,28,1,122831,1,0,-0.4196292410481471,0.5318233041438511,-1.3716921161710287,1
100000051,0,0,29,0,84531,0,0,-0.7468415892158762,-2.589606979114762,0.5333612077137987,3
100000052,0,0,30,0,180196,2,2,3.055442912467441,-2.000007103578471,-1.4491779883167482,0
100000053,0,0,25,0,92058,1,2,1.0970343526619881,-2.655354021528875,-0.8850686371283283,0
100000054,0,0,31,0,117158,1,0,0.43500307491212054,-2.281328912385924,-0.006737455257952896,0
100000055,0,0,57,2,135830,1,1,2.17921449152978,0.7330162190998368,1.8129168330879073,2
100000056,0,0,26,0,58258,0,0,-1.1526942078067322,-2.801206768787796,0.46276697171278625,3
100000057,0,0,52,1,202575,2,2,4.018463503516822,-0.1398132174953049,0.052010977742979275,0
100000058,1,1,31,1,183657,1,1,0.976555365959544,0.8678262778349753,-1.7326467648253587,1
100000059,1,1,23,1,152267,2,1,1.1159228959388876,0.5763144218861674,-2.5891317863852192,0
100000060,1,1,23,1,115240,0,0,-1.3605112811261253,0.2508365211823409,-1.066654932292075,1
100000061,0,1,27,1,106955,1,2,1.1273215187679175,-0.4914595578964355,-1.3768959894449093,0
100000062,0,0,50,1,123641,1,1,1.6844526587391366,-0.622979330735429,1.0670110220170264,0
100000063,0,0,61,2,166410,2,1,3.378209097493439,1.093394331016642,1.3854164039662418,2
100000064,0,0,25,0,227385,1,2,2.809045876771617,-2.0271570411582505,-1.3213601412556357,0
100000065,1,1,26,1,118372,1,1,0.027933957692093576,0.4154478969196324,-1.780896088611693,1
100000066,0,0,48,1,148115,1,1,1.9467311863453562,-0.5696386837957631,0.883892713717399,0
100000067,1,1,29,1,111069,1,0,-0.5561033199867861,0.5108798438020192,-1.2769507911588096,1
100000068,0,1,22,1,139780,1,0,0.3060496910851408,-0.4141118151946356,-1.098064086874541,0
100000069,0,0,37,1,106978,1,2,1.7280616656940266,-1.1308433258788877,0.11948093134842228,0
100000070,1,1,25,1,110019,1,2,0.4550964162587587,0.30951905227523835,-2.127595849689635,1
100000071,1,1,30,1,169102,1,1,0.7608672375913125,0.772573981585538,-1.7345532258836507,1
100000072,0,0,46,1,73703,0,0,-0.33045054601982965,-1.031695903239573,1.8844711360298891,3
100000073,0,0,51,1,141858,2,2,3.214743780048548,-0.44809844149580863,0.200608394818216,0
100000074,1,1,41,2,135959,0,0,-0.5162309077278674,1.9837357896255767,0.23272777179609985,1
100000075,0,0,40,1,140888,2,2,2.9474736866310325,-0.7857502625648225,-0.37167703614405273,0
100000076,0,0,66,2,157299,2,2,3.9293709582106935,1.1673724191343613,1.3573077796688877,2
100000077,0,0,34,1,125187,1,1,1.3260139734263585,-1.098181964475199,0.22800873328779134,0
100000078,0,0,51,1,155486,1,2,2.6616680858870416,-0.4802273837256989,0.6973503793413729,0
100000079,0,0,39,1,151697,0,0,0.49437010298321526,-0.881769534293031,1.2666836317097363,3
100000080,0,1,22,1,126400,1,1,0.6882522494544481,-0.5116788796536963,-1.3743579892252051,0
100000081,1,1,44,2,159246,1,2,1.6862791024000776,2.2040881127434604,-0.8690869391303215,2
100000082,0,0,47,1,136138,1,1,1.7619877011929765,-0.6524054348943772,0.8743685030226286,0
100000083,1,1,24,1,84792,0,0,-1.7378788285351436,0.1445479543648297,-0.9098012228988843,1
100000084,1,1,58,2,100210,0,0,-0.5840431304362267,2.3356470669005938,1.2412628631687472,2
100000085,0,0,52,1,93706,0,0,0.054212943744219366,-0.7547997673226335,2.1369526629974973,3
100000086,1,1,29,1,133783,2,1,1.0034429094293766,0.6777327535726024,-2.2083110485608177,1
100000087,1,1,27,1,110064,1,2,0.49163460106540685,0.37352759223856496,-2.018801405106237,1
100000088,0,0,47,1,241068,1,1,3.090962240019634,-0.16578313172212794,0.5354475854254069,0
100000089,0,0,30,0,149022,2,2,2.637411093665801,-2.1373758716324884,-1.3388460014521344,0
100000090,0,0,28,0,92973,1,2,1.1557244127845854,-2.5532838496380594,-0.7217676636525633,0
100000091,0,0,56,1,110605,1,1,1.6399633026150686,-0.49598179226381656,1.4306546089314656,0
100000092,0,0,54,1,116604,1,1,1.6694123847791793,-0.5286816179210418,1.306726875805038,0
100000093,1,1,33,1,71070,0,0,-1.7105070691304955,0.355806468407254,-0.3915836110241437,1
100000094,0,0,20,0,128678,1,1,0.862918006166163,-2.5920188776761575,-0.9327806109918488,0
100000095,0,0,54,1,165230,1,2,2.844447875629582,-0.3410204942753752,0.8270366876760731,0
100000096,0,0,58,2,268340,1,1,3.8605719513274708,1.384072592623042,1.4455790450767059,2
100000097,1,1,61,2,135070,1,1,1.2025473936477433,2.6485488345457906,0.4260788706790607,2
100000098,0,0,34,1,134794,1,2,1.9947567512058877,-1.0877172341224846,-0.12062198769688606,0
100000099,0,0,36,1,120153,1,1,1.2950597830216266,-1.0567451023538628,0.3545233354274554,0
100000100,0,0,36,1,195465,2,2,3.533345962687397,-0.6498661861689735,-0.7519491914062614,0
100000101,0,1,41,1,93372,0,0,-0.5879038456843056,-0.14271861219026022,0.595193555748065,3
100000102,0,0,24,0,110446,1,0,0.15956633202687376,-2.515719261733529,-0.3395308561098232,0
100000103,1,1,24,1,95186,1,1,-0.33538936700431304,0.25458234470617086,-1.800944520914429,1
100000104,0,0,35,1,115343,1,1,1.207914952310809,-1.1083935019051308,0.31901358274880354,0
100000105,0,1,26,1,107276,1,1,0.5227038150692144,-0.4742360402044146,-1.0966725953672807,0
100000106,0,0,39,1,244716,2,2,4.2244279675431455,-0.32990476516213035,-0.7531654017087462,0
100000107,0,0,39,1,183108,2,2,3.4414356060157583,-0.6147773365484583,-0.5530490006003285,0
100000108,0,0,32,0,152876,1,2,1.997971474093749,-2.151485702149641,-0.7022006715666589,0
100000109,1,1,30,1,165147,1,0,0.12860448994895446,0.799219518156759,-1.3895919920623605,1
100000110,0,1,35,1,140520,1,0,0.5902123403828253,-0.008708900868440221,-0.40938020230920297,0
100000111,0,1,31,1,124203,1,1,0.8494227228994417,-0.24319401491852088,-0.8883092876148374,0
100000112,1,1,23,1,107205,1,1,-0.21120648594038266,0.28154416626992085,-1.890056331210287,1
100000113,0,0,28,0,121432,0,2,0.7802269623292043,-2.5134469002662208,-0.2686656304384399,0
100000114,1,1,25,1,162445,1,0,-0.02404422353224028,0.6360392638577259,-1.6413693856777825,1
100000115,0,1,35,1,134112,1,1,1.0651440659309008,-0.07531691426303971,-0.710032681052982,0
100000116,0,0,47,1,131842,1,1,1.6870892875101788,-0.6659677469133733,0.8967574954204519,0
100000117,1,1,30,1,189896,2,0,1.161273457787499,1.0113322678090144,-2.0076044691198502,1
100000118,1,1,27,1,109099,1,2,0.460833205886261,0.37482049535551754,-2.0079645584041663,1
100000119,1,1,23,1,153539,1,1,0.37302674654574586,0.49723032892126073,-2.038632336062719,1
100000120,0,1,36,1,180495,2,1,2.39741861565113,0.26665984196636483,-1.3466184167749298,0
100000121,1,1,25,1,104653,1,2,0.356438914423617,0.2941634569137167,-2.09750959364801,1
100000122,1,1,41,2,166933,2,2,2.4133195187817162,2.252420794320134,-1.5806154046516425,2
100000123,0,0,24,0,66118,0,0,-1.1390969829533433,-2.813036989945808,0.3492085720110724,3
100000124,0,0,63,2,135754,1,0,1.7160787983040773,0.965295955354724,2.467143421550549,2
100000125,1,1,27,1,116103,1,2,0.5455929986316401,0.4085279641367027,-2.0289467261578222,1
100000126,0,0,30,0,104293,1,1,0.7647811530358022,-2.3956900868485795,-0.32214409792661075,0
100000127,0,1,40,1,71702,0,0,-0.9017267888750204,-0.2684771783512014,0.619601113655505,3
100000128,0,0,30,0,99066,1,2,1.2565058570305094,-2.4573908686267023,-0.627373722372185,0
100000129,0,0,34,1,143979,2,2,2.816009690756141,-0.943346619910003,-0.6824244446247983,0
100000130,1,1,29,1,123818,1,0,-0.4318876328818079,0.5815706687658557,-1.3026499173621007,1
100000131,1,1,24,1,176714,1,2,1.242530119046917,0.5991234955300989,-2.381160235051727,0
100000132,0,0,29,0,149249,1,2,1.8683458413460612,-2.254774097248064,-0.84153958548017,0
100000133,0,0,27,0,77535,0,0,-0.9308829601074541,-2.667389358579712,0.4717272457982317,3
100000134,0,0,47,1,116540,1,1,1.4819918851520273,-0.733426314563853,0.9508746021662735,0
100000135,1,1,21,1,194728,1,0,0.2810972807904858,0.6680267331227827,-1.950310006593957,1
100000136,1,1,38,1,109311,1,2,0.7065116661025367,0.7126798663002133,-1.428248287859547,1
100000137,0,0,27,0,204723,1,2,2.5237122593321226,-2.0578116692429775,-1.1249790738064798,0
100000138,0,0,66,2,126003,0,0,0.9299217314660843,0.9176288888022922,3.1990401901094385,2
100000139,0,0,35,1,123109,1,1,1.2856002845428058,-1.0659595732734783,0.3025197904155617,0
100000140,1,1,44,2,108251,0,0,-0.8383899567356365,1.958754674607483,0.49609611491450634,1
100000141,0,1,27,1,89908,0,0,-0.9787867378630009,-0.5758161176851875,-0.11662622932237086,3
100000142,1,1,30,1,176057,2,1,1.5298694295294522,0.9140560396271034,-2.2791776548116593,0
100000143,0,0,27,0,144332,2,2,2.4763377780763554,-2.240010546205555,-1.4672787257593536,0
100000144,0,0,22,0,101185,1,1,0.5299930230787134,-2.6492984046837296,-0.7264443893109799,0
100000145,1,1,23,1,107406,1,2,0.33090506849589074,0.25071650092967357,-2.2051891903311738,1
100000146,0,0,30,0,140665,1,1,1.2147239418425468,-2.223683175076156,-0.4351698861468937,0
100000147,1,1,39,2,106461,1,0,-0.25749934802171065,1.8962796702975446,-0.2978536170030626,1
100000148,1,1,51,2,127825,1,0,0.29003926942793723,2.3591724940171943,0.2613728699573052,2
100000149,0,0,28,0,133898,1,1,1.0808539866718354,-2.3150794087499076,-0.5171851655833064,0
100000150,0,0,46,1,152383,1,2,2.4638428564625894,-0.632818497959947,0.4635292553095778,0
100000151,0,0,42,1,119926,1,0,0.8401770231065832,-0.828321612001694,1.0050138114056557,0
100000152,0,0,38,1,108784,1,2,1.7244094024435208,-1.0767492547157116,0.1866119037717425,0
100000153,0,0,24,0,153286,1,1,1.2324053143114224,-2.345914279328105,-0.7885179920429922,0
100000154,1,1,29,1,214204,1,2,1.8202193799124848,0.9284674595556702,-2.235281140338875,0
100000155,0,0,36,1,208101,2,2,3.6609127488999724,-0.5811841256860165,-0.7792704232111042,0
100000156,1,1,20,1,95355,1,1,-0.4572259188779884,0.14392299687375765,-1.9977465567252164,1
100000157,0,0,48,1,124156,1,1,1.5880201427339038,-0.6635939303650008,0.984241613992014,0
100000158,0,1,45,2,72215,0,0,-0.624116419824363,0.979909233367869,1.3081179110606467,3
100000159,0,0,38,1,146529,1,2,2.1995661697902316,-0.9008041294823924,0.0659002128486614,0
100000160,0,0,34,1,75343,0,0,-0.6390945381973062,-1.3716191039233845,1.2727396655176648,3
100000161,0,0,36,1,129789,1,1,1.3803400286165894,-1.0006437717542773,0.3386747730501455,0
100000162,1,1,30,1,101153,1,1,-0.15649716514029172,0.47507836523882513,-1.4914925815466102,1
100000163,0,0,36,1,127833,1,2,1.913604972158512,-1.0472097376755662,0.02283341605562403,0
100000164,0,0,70,2,224998,2,2,4.828744937992636,1.6182441910923009,1.3689842103223828,2
100000165,0,0,36,1,124445,1,2,1.8693823476863587,-1.062514429670879,0.03432189302780694,0
100000166,0,0,32,0,141116,1,1,1.2546233396306987,-2.1572388668012126,-0.3269468191130543,0
100000167,1,1,33,1,104276,1,2,0.5086799111430601,0.5435341233089436,-1.665993724905422,1
100000168,1,1,20,1,147687,1,2,0.7594897000619806,0.3504033245223907,-2.487222412379588,1
100000169,1,1,25,1,125168,1,1,0.02895155547221991,0.43588832306248054,-1.8294477190354808,1
100000170,0,1,31,1,115369,1,2,1.261238828200619,-0.3109971157172843,-1.16766765530129,0
100000171,0,0,33,1,95445,1,0,0.30969616331704386,-1.2107720371062918,0.6181914588002774,0
100000172,1,1,26,1,95159,1,1,-0.3308755163068094,0.3279162032331423,-1.6789899538766995,1
100000173,1,1,34,1,153031,2,2,1.870479533218769,0.8966717898151905,-2.3100260825949683,0
100000174,0,0,33,1,108899,1,0,0.4787611505608743,-1.1479635762541767,0.5752899417525024,0
100000175,0,0,26,0,113515,1,1,0.7603067334598451,-2.4652044420978836,-0.5493100993032722,0
100000176,1,1,53,2,211229,2,0,2.1017724478354776,2.9070376602082755,-0.4372411445539422,2
100000177,0,1,42,2,121307,1,0,0.6419109186420743,1.2157352979720832,0.45679500118252137,2
100000178,0,0,52,1,131727,1,2,2.323181171136883,-0.5412642034908464,0.8516449525489607,0
100000179,0,0,31,0,133574,2,1,1.8511510466156462,-2.1239282539553916,-0.8913155721822374,0
100000180,0,0,65,2,117334,1,0,1.4947872527661683,0.9511113565305526,2.6455366672252834,2
100000181,0,1,28,1,177291,1,2,1.9718337203646832,-0.11340692975219191,-1.5228913554581807,0
100000182,0,1,30,1,168763,2,1,2.072922989370197,0.04196383894074589,-1.6072885569053994,0
100000183,0,0,40,1,77720,0,0,-0.4842560645052398,-1.1744205287710843,1.5848890889721667,3
100000184,0,0,50,1,176645,1,2,2.843892833637884,-0.3929583214599563,0.6026996794280244,0
100000185,0,0,36,1,106205,1,1,1.066475312557007,-1.1053084595843494,0.4211517525782694,0
100000186,0,0,31,0,97785,1,1,0.6693049792449677,-2.384336647909793,-0.23375847128136554,0
100000187,1,1,74,3,214364,2,1,3.3530463915389745,4.611096121031445,0.7528290779578573,2
100000188,0,0,68,2,74525,0,0,0.2923979573239215,0.7493715084391221,3.4831882140484858,2
100000189,0,1,20,1,98988,1,0,-0.3305182650878215,-0.6410233963945372,-1.0403626314627867,1
100000190,1,1,33,1,133561,1,1,0.30752435106346493,0.7211940177322067,-1.4325980450976852,1
100000191,0,0,54,1,217651,2,2,4.175891253129667,0.015474830450798536,0.14112677928666703,0
100000192,0,0,34,1,116525,0,0,-0.13524611996609603,-1.175127595419358,1.147092390363913,3
100000193,0,0,36,1,135302,1,2,1.9905098799058227,-1.007078716969682,0.006060210337055479,0
100000194,0,1,29,1,106434,1,1,0.5279707934100721,-0.3706369926477724,-0.9147450459535479,0
100000195,0,0,21,0,128350,1,2,1.380697868622368,-2.5823425389803556,-1.1769361331982913,0
100000196,1,1,34,1,147626,2,2,1.7880782690882775,0.8759350332471914,-2.2867737484833532,0
100000197,1,1,28,1,102697,1,0,-0.7632675330485957,0.46596763312592243,-1.269831337142142,1
100000198,1,1,27,1,120262,1,0,-0.5638667795362875,0.517104708225859,-1.3789241018608578,1
100000199,0,0,36,1,124214,1,2,1.846107619041602,-1.0572681123844552,0.043523269157984185,0
100000200,0,1,40,1,175223,2,1,2.374879624552582,0.3784111362984535,-1.100199184950989,0
100000201,0,0,52,1,137467,1,0,1.2637128161683786,-0.43465920238164635,1.4841091523077707,0
100000202,0,1,27,1,65815,0,0,-1.3212514641900228,-0.675963566767134,-0.023300227959737057,3
100000203,0,0,26,0,129864,1,1,0.9511802135831027,-2.384357415215784,-0.5953888517460317,0
100000204,0,1,21,1,88475,1,1,0.10936774285808513,-0.6944463452475129,-1.2728546290273972,0
100000205,0,0,38,1,74666,0,0,-0.5823396805302558,-1.2451077734396023,1.4955513059886543,3
100000206,0,0,38,1,222294,2,2,3.8567830850525135,-0.44539808005185305,-0.7079227536199112,0
100000207,0,0,43,1,112878,1,0,0.7402361647450967,-0.8202096948529588,1.0941569492022547,0
100000208,0,0,26,0,103411,1,2,1.171549388925144,-2.5437130237954135,-0.8310116212438161,0
100000209,0,1,21,1,112868,0,0,-0.8662990650963448,-0.6388788716970091,-0.48835214771256225,1
100000210,0,0,55,1,157940,1,2,2.706135878988486,-0.3230696659532941,0.9316315708508611,0
100000211,0,0,33,1,115835,1,2,1.663312930973312,-1.184772740007909,-0.08338232061259257,0
100000212,1,1,45,2,109807,0,0,-0.838636153964543,2.009648867660366,0.5613036732400783,1
100000213,0,0,50,1,150699,1,1,1.9377386218861374,-0.46973611849800123,1.016766522583801,0
100000214,0,0,66,2,178967,2,0,3.00338020471494,1.3690358402463003,1.9666861268506648,2
100000215,0,0,51,1,132767,1,0,1.172580519107572,-0.4841269787373997,1.4504798251168631,0
100000216,1,1,39,2,86152,0,0,-1.2798489790563903,1.7190126142393773,0.32489589828110843,1
100000217,0,0,31,0,114528,1,2,1.4226890850882994,-2.3389964699918737,-0.6030538305932838,0
100000218,0,0,23,0,133912,1,1,0.9244080712988478,-2.453805479231075,-0.7618641794975021,0
100000219,0,1,24,1,81210,0,0,-1.2051183099044795,-0.6925379334012643,-0.22609016009296498,3
100000220,1,1,64,3,131242,1,0,0.7645492131896404,3.871181959569756,1.3695184250553445,2
100000221,0,1,26,1,68804,0,0,-1.3177282371840535,-0.6889258797664507,-0.08063116500035881,3
100000222,1,1,23,1,96961,1,1,-0.4071102561501783,0.25457685343231595,-1.829478283291873,1
100000223,0,0,30,0,90719,1,2,1.093667168566179,-2.4783669154498504,-0.5766787052995913,0
100000224,0,0,32,0,114116,1,1,0.8770358169814247,-2.2713941338609156,-0.22493573090556426,0
100000225,0,0,30,0,128639,1,1,1.014735893306485,-2.2646536750902433,-0.37651690586850234,0
100000226,0,0,27,0,106623,1,1,0.6653383483559194,-2.4572994158822095,-0.46191599116979676,0
100000227,0,0,27,0,236264,1,1,2.311122896998341,-1.857268777912494,-0.8822469267332302,0
100000228,0,0,53,1,207783,2,1,3.44606567874065,-0.015746017154421033,0.4526650736671405,0
100000229,0,0,22,0,91739,1,1,0.35918021111999104,-2.6772168867432216,-0.6746698850569708,0
100000230,0,0,22,0,107780,1,2,1.121597287851294,-2.640697029774783,-1.049145445608048,0
100000231,0,0,26,0,139157,1,2,1.6117474514860228,-2.374045375800719,-0.9412607870165581,0
100000232,0,0,51,1,121751,0,0,0.2993578051428669,-0.6280540714833743,2.030154578437732,3
100000233,0,0,35,1,121974,1,0,0.6556472372289838,-1.0158645650751665,0.6522533099650435,0
100000234,0,1,25,1,70320,0,0,-1.3293218410144367,-0.7098181559501048,-0.13467493996697597,3
100000235,0,0,42,1,78327,0,0,-0.46152013098788575,-1.1013107454199547,1.7005608574811484,3
100000236,0,0,30,0,131433,2,0,1.207489550599258,-2.115681719051106,-0.59987335680022,0
100000237,0,0,23,0,167076,0,2,1.1703569018391782,-2.4308286924777067,-0.6477045504833627,0
100000238,0,1,61,2,130788,0,0,0.4409712079747625,1.7509258852352656,1.9756987751944142,2
100000239,1,1,35,1,107408,1,1,-0.007784961732180279,0.6699288896683873,-1.2308576200434374,1
100000240,0,0,39,1,115323,1,1,1.2185709756890177,-0.9619399471462509,0.5623152398426542,0
100000241,1,1,29,1,99012,1,0,-0.8133205699573262,0.48741117182428495,-1.1945814449472458,1
100000242,0,0,51,1,115996,1,1,1.5027448627801632,-0.5945980010146801,1.1889157675613091,0
100000243,0,0,24,0,123353,1,1,0.7984254065838451,-2.46769677879611,-0.669036911671366,0
100000244,1,1,27,1,100008,1,0,-0.8486038911919214,0.4319340991094454,-1.3017813406409124,1
100000245,1,1,35,1,125105,0,0,-1.0690862486041826,0.6946999178889559,-0.4243834816519167,1
100000246,0,0,25,0,92020,1,2,0.981085933331846,-2.6196820993326626,-0.8369680037428481,0
100000247,0,0,52,1,108365,1,2,1.9852136697744673,-0.6365434212012001,0.9445881525381385,0
100000248,0,0,35,1,112979,1,0,0.5324407246348063,-1.0546980576111167,0.6851635733490563,0
100000249,0,0,26,0,117221,1,1,0.763099403729321,-2.434312162673267,-0.5429375905046977,0
100000250,1,1,22,1,88800,1,2,0.008730339308852721,0.15380839815410166,-2.171083419544797,1
100000251,1,1,39,2,115099,0,0,-0.933174403825441,1.8594503749296045,0.2396870013562271,1
100000252,1,1,46,2,113399,0,0,-0.7938814656180052,2.064019901857846,0.6119512742827143,1
100000253,1,1,24,1,115879,1,1,-0.16233779339775983,0.378189159135011,-1.8307883635075561,1
100000254,0,0,35,1,141270,1,2,2.006737796395062,-0.9984562249645768,-0.05049448914918078,0
100000255,0,0,24,0,107633,1,1,0.5916092023475535,-2.538203857252767,-0.6150552591276449,0
100000256,0,0,27,0,131751,0,0,-0.31595100231125256,-2.393687629511981,0.32641669660444866,3
100000257,0,0,35,1,83687,0,0,-0.5680928807133061,-1.284673554216654,1.3221403721801226,3
100000258,0,1,29,1,106828,1,2,1.0539870356374461,-0.39481372467778875,-1.2227978258109709,0
100000259,1,1,23,1,135537,1,1,0.06065178271198231,0.4399391786262843,-1.9454282729754326,1
100000260,1,1,57,2,107142,0,0,-0.6243737312710981,2.370090013612913,1.2101683110634256,2
100000261,0,0,27,0,97446,1,1,0.5278551453850806,-2.4932602243530746,-0.4234435393646055,0
100000262,1,1,55,2,126357,1,2,1.414071862878724,2.4190657385750596,-0.1414651318791599,2
100000263,0,0,36,1,169617,2,1,2.548268317212539,-0.7013014309065069,-0.304889576522561,0
100000264,1,1,57,2,108945,0,0,-0.6038695106111359,2.3791753973495187,1.2053133929388768,2
100000265,0,0,32,0,67345,0,0,-1.023919686253376,-2.538413661448479,0.7993851498334427,3
100000266,0,0,37,1,106215,1,0,0.4819093809766992,-1.0220088104836322,0.8162962680320789,0
100000267,0,0,36,1,149237,1,0,1.0046026683176437,-0.8530829835440692,0.624616259198856,0
100000268,1,1,38,1,112124,1,0,-0.4553395574254422,0.8259873476996933,-0.7591923367921477,1
100000269,0,1,45,2,215150,2,2,3.6895977971097826,1.7783359192745665,-0.8527865773580915,2
100000270,0,0,25,0,89534,1,1,0.3758545899487315,-2.5888398998908504,-0.5002527018126125,0
100000271,0,0,32,0,111082,1,2,1.369688555651153,-2.314589689464957,-0.5260934255822197,0
100000272,1,1,37,1,137069,1,1,0.3952909026619839,0.873941579820115,-1.2141655920813201,1
100000273,0,0,36,1,244541,2,2,4.05308878632467,-0.39066009707282146,-0.8681552579323571,0
100000274,0,0,28,0,120712,1,1,0.8386141012935108,-2.35287317028934,-0.4433339124034043,0
100000275,0,1,34,1,175367,0,0,0.18781686376328732,0.05673877689320505,0.005940146853290157,0
100000276,0,0,32,0,111418,1,1,0.8116624553421706,-2.2742192360982623,-0.20325637590047327,0
100000277,1,1,26,1,110913,1,0,-0.7529267587079231,0.4581992280443023,-1.3813130318106173,1
100000278,0,1,49,2,84267,0,0,-0.450579089104803,1.1792477248963693,1.5082783569859541,3
100000279,1,1,32,1,136886,1,2,0.832737634701859,0.6849010462275311,-1.7963020752368277,1
100000280,0,0,29,0,144884,2,2,2.447522406693349,-2.1513673782946796,-1.330298604132763,0
100000281,0,0,23,0,151180,1,1,1.1060130407376283,-2.3622053810000323,-0.80222378243228,0
100000282,0,0,50,1,114997,1,1,1.44305863014994,-0.6221121346410452,1.1497429783522546,0
100000283,0,0,49,1,100961,0,0,-0.04131488089587343,-0.7754187906996431,2.005564711639084,3
100000284,0,0,63,2,124849,1,2,2.6004708088900577,0.8687830097558897,1.8969269237426643,2
